Student,Question,Response,Score,Submit,Start,Revisions,Time
Student 16,20,option_3,1,04:17:40,"[""01-02-2023 04:08:27"", ""01-02-2023 04:13:32"", ""01-02-2023 04:16:04"", ""01-02-2023 04:16:19""]","[[""option_3"", ""01-02-2023 04:09:06""], [""option_3"", ""01-02-2023 04:17:40""]]",185
Student 16,7,option_4,0,04:14:59,"[""01-02-2023 04:00:50"", ""01-02-2023 04:01:50"", ""01-02-2023 04:01:56"", ""01-02-2023 04:09:34"", ""01-02-2023 04:09:46"", ""01-02-2023 04:10:41"", ""01-02-2023 04:11:17"", ""01-02-2023 04:14:55""]","[[""option_4"", ""01-02-2023 04:14:59""]]",104
Student 16,9,option_3,0,04:15:28,"[""01-02-2023 04:02:16"", ""01-02-2023 04:10:32"", ""01-02-2023 04:10:43"", ""01-02-2023 04:10:44"", ""01-02-2023 04:11:34"", ""01-02-2023 04:14:54"", ""01-02-2023 04:15:26""]","[[""option_3"", ""01-02-2023 04:15:28""]]",66
Student 17,1,option_1,1,04:00:14,"[""01-02-2023 03:58:32"", ""01-02-2023 04:00:09"", ""01-02-2023 04:21:13"", ""01-02-2023 04:21:14""]","[[""option_1"", ""01-02-2023 03:59:25""], [""option_1"", ""01-02-2023 04:00:14""]]",61
Student 17,2,option_2,1,04:00:22,"[""01-02-2023 03:59:24"", ""01-02-2023 04:00:14"", ""01-02-2023 04:21:13"", ""01-02-2023 04:21:14"", ""01-02-2023 04:21:20""]","[[""option_2"", ""01-02-2023 04:00:22""]]",15
Student 17,3,option_1,1,04:01:53,"[""01-02-2023 04:00:22"", ""01-02-2023 04:21:13"", ""01-02-2023 04:21:29""]","[[""option_1"", ""01-02-2023 04:01:53""]]",92
Student 17,4,option_4,0,04:03:20,"[""01-02-2023 04:01:53"", ""01-02-2023 04:21:13"", ""01-02-2023 04:21:32""]","[[""option_4"", ""01-02-2023 04:03:20""]]",99
Student 17,5,option_1,1,04:05:14,"[""01-02-2023 04:03:20"", ""01-02-2023 04:21:13"", ""01-02-2023 04:21:44"", ""01-02-2023 04:21:44""]","[[""option_1"", ""01-02-2023 04:05:14""]]",115
Student 17,6,option_2,1,04:05:45,"[""01-02-2023 04:05:14"", ""01-02-2023 04:21:13"", ""01-02-2023 04:21:44"", ""01-02-2023 04:21:48""]","[[""option_2"", ""01-02-2023 04:05:45""]]",33
Student 17,7,option_3,1,04:06:01,"[""01-02-2023 04:05:45"", ""01-02-2023 04:21:13"", ""01-02-2023 04:21:49""]","[[""option_3"", ""01-02-2023 04:06:01""]]",15
Student 17,8,option_3,0,04:07:16,"[""01-02-2023 04:06:02"", ""01-02-2023 04:21:13"", ""01-02-2023 04:21:50""]","[[""option_3"", ""01-02-2023 04:07:16""]]",75
Student 17,9,option_1,1,04:08:36,"[""01-02-2023 04:07:16"", ""01-02-2023 04:21:13"", ""01-02-2023 04:21:50""]","[[""option_1"", ""01-02-2023 04:08:36""]]",81
Student 17,10,option_4,0,04:09:33,"[""01-02-2023 04:08:36"", ""01-02-2023 04:21:13"", ""01-02-2023 04:21:51""]","[[""option_4"", ""01-02-2023 04:09:33""]]",56
Student 17,11,option_2,0,04:11:29,"[""01-02-2023 04:09:33"", ""01-02-2023 04:21:13"", ""01-02-2023 04:21:51""]","[[""option_2"", ""01-02-2023 04:11:29""]]",115
Student 17,12,option_2,0,04:12:30,"[""01-02-2023 04:11:29"", ""01-02-2023 04:21:12"", ""01-02-2023 04:21:51""]","[[""option_2"", ""01-02-2023 04:12:30""]]",60
Student 17,13,option_2,1,04:13:42,"[""01-02-2023 04:12:30"", ""01-02-2023 04:21:12"", ""01-02-2023 04:21:51""]","[[""option_2"", ""01-02-2023 04:13:42""]]",72
Student 17,14,option_3,1,04:14:06,"[""01-02-2023 04:13:42"", ""01-02-2023 04:21:12"", ""01-02-2023 04:21:52""]","[[""option_3"", ""01-02-2023 04:14:06""]]",23
Student 17,15,option_2,1,04:15:24,"[""01-02-2023 04:14:06"", ""01-02-2023 04:21:13"", ""01-02-2023 04:21:51""]","[[""option_2"", ""01-02-2023 04:15:24""]]",78
Student 17,16,option_3,1,04:16:18,"[""01-02-2023 04:15:24"", ""01-02-2023 04:21:12"", ""01-02-2023 04:21:52""]","[[""option_3"", ""01-02-2023 04:16:18""]]",54
Student 17,17,option_4,0,04:17:51,"[""01-02-2023 04:16:18"", ""01-02-2023 04:21:12"", ""01-02-2023 04:21:51""]","[[""option_4"", ""01-02-2023 04:17:51""]]",93
Student 17,18,option_3,1,04:19:07,"[""01-02-2023 04:17:51"", ""01-02-2023 04:21:11"", ""01-02-2023 04:21:51""]","[[""option_3"", ""01-02-2023 04:19:07""]]",75
Student 17,19,option_3,1,04:20:25,"[""01-02-2023 04:19:06"", ""01-02-2023 04:21:11"", ""01-02-2023 04:21:52""]","[[""option_3"", ""01-02-2023 04:20:25""]]",78
Student 17,20,option_3,1,04:20:31,"[""01-02-2023 04:20:25"", ""01-02-2023 04:21:52""]","[[""option_3"", ""01-02-2023 04:20:31""]]",61
Student 18,1,option_1,1,04:20:47,"[""01-02-2023 03:58:26"", ""01-02-2023 04:20:32"", ""01-02-2023 04:21:29""]","[[""option_1"", ""01-02-2023 03:59:09""], [""option_1"", ""01-02-2023 04:20:47""]]",57
Student 18,3,option_1,1,04:20:50,"[""01-02-2023 04:00:27"", ""01-02-2023 04:02:02"", ""01-02-2023 04:20:24"", ""01-02-2023 04:20:49"", ""01-02-2023 04:21:29"", ""01-02-2023 04:21:30""]","[[""option_1"", ""01-02-2023 04:00:44""], [""option_1"", ""01-02-2023 04:02:08""], [""option_1"", ""01-02-2023 04:20:50""]]",28
Student 18,2,option_2,1,04:20:48,"[""01-02-2023 03:59:08"", ""01-02-2023 04:01:58"", ""01-02-2023 04:20:29"", ""01-02-2023 04:20:47"", ""01-02-2023 04:21:29"", ""01-02-2023 04:21:30""]","[[""option_2"", ""01-02-2023 04:02:02""], [""option_2"", ""01-02-2023 04:20:48""]]",85
Student 18,4,option_2,1,04:20:51,"[""01-02-2023 04:00:44"", ""01-02-2023 04:02:08"", ""01-02-2023 04:20:50"", ""01-02-2023 04:21:08"", ""01-02-2023 04:21:28"", ""01-02-2023 04:21:30""]","[[""option_2"", ""01-02-2023 04:02:23""], [""option_2"", ""01-02-2023 04:20:51""]]",107
Student 18,5,option_1,1,04:20:58,"[""01-02-2023 04:02:23"", ""01-02-2023 04:20:12"", ""01-02-2023 04:20:22"", ""01-02-2023 04:20:51"", ""01-02-2023 04:21:06"", ""01-02-2023 04:21:25"", ""01-02-2023 04:21:28"", ""01-02-2023 04:21:30""]","[[""option_3"", ""01-02-2023 04:03:46""], [""option_1"", ""01-02-2023 04:20:20""], [""option_1"", ""01-02-2023 04:20:58""]]",105
Student 18,6,option_2,1,04:04:15,"[""01-02-2023 04:03:46"", ""01-02-2023 04:20:09"", ""01-02-2023 04:20:20"", ""01-02-2023 04:20:58"", ""01-02-2023 04:21:27"", ""01-02-2023 04:21:36""]","[[""option_2"", ""01-02-2023 04:04:15""]]",46
Student 18,7,option_2,0,04:04:32,"[""01-02-2023 04:04:16"", ""01-02-2023 04:19:53"", ""01-02-2023 04:21:38""]","[[""option_2"", ""01-02-2023 04:04:32""]]",29
Student 18,8,option_1,1,04:04:46,"[""01-02-2023 04:04:32"", ""01-02-2023 04:19:48"", ""01-02-2023 04:21:39""]","[[""option_1"", ""01-02-2023 04:04:46""]]",18
Student 18,9,option_1,1,04:05:31,"[""01-02-2023 04:04:46"", ""01-02-2023 04:19:45""]","[[""option_1"", ""01-02-2023 04:05:31""]]",47
Student 18,10,option_3,1,04:19:39,"[""01-02-2023 04:05:31"", ""01-02-2023 04:06:07"", ""01-02-2023 04:18:18"", ""01-02-2023 04:19:42"", ""01-02-2023 04:21:40""]","[[""option_2"", ""01-02-2023 04:06:02""], [""option_2"", ""01-02-2023 04:06:27""], [""option_3"", ""01-02-2023 04:19:39""]]",132
Student 18,11,option_3,1,04:07:11,"[""01-02-2023 04:06:02"", ""01-02-2023 04:06:27"", ""01-02-2023 04:18:15"", ""01-02-2023 04:19:39"", ""01-02-2023 04:21:40""]","[[""option_3"", ""01-02-2023 04:07:11""]]",55
Student 18,12,option_4,1,04:08:12,"[""01-02-2023 04:07:11"", ""01-02-2023 04:08:08"", ""01-02-2023 04:18:12"", ""01-02-2023 04:21:41""]","[[""option_4"", ""01-02-2023 04:08:12""]]",58
Student 18,13,option_4,0,04:18:08,"[""01-02-2023 04:08:02"", ""01-02-2023 04:08:12"", ""01-02-2023 04:17:30"", ""01-02-2023 04:18:10"", ""01-02-2023 04:21:42""]","[[""option_2"", ""01-02-2023 04:08:39""], [""option_4"", ""01-02-2023 04:18:08""]]",69
Student 18,14,option_1,0,04:09:56,"[""01-02-2023 04:08:39"", ""01-02-2023 04:17:20"", ""01-02-2023 04:18:08"", ""01-02-2023 04:21:44""]","[[""option_1"", ""01-02-2023 04:09:56""]]",91
Student 18,15,option_2,1,04:12:08,"[""01-02-2023 04:09:56"", ""01-02-2023 04:17:18"", ""01-02-2023 04:21:47""]","[[""option_2"", ""01-02-2023 04:12:08""]]",134
Student 18,16,option_2,0,04:12:31,"[""01-02-2023 04:12:08"", ""01-02-2023 04:16:32"", ""01-02-2023 04:21:48""]","[[""option_2"", ""01-02-2023 04:12:31""]]",71
Student 18,17,option_4,0,04:13:08,"[""01-02-2023 04:12:31"", ""01-02-2023 04:16:28"", ""01-02-2023 04:21:51""]","[[""option_4"", ""01-02-2023 04:13:08""]]",41
Student 18,18,option_3,1,04:14:23,"[""01-02-2023 04:13:08"", ""01-02-2023 04:16:24"", ""01-02-2023 04:21:52""]","[[""option_3"", ""01-02-2023 04:14:23""]]",77
Student 18,19,option_3,1,04:15:01,"[""01-02-2023 04:14:23"", ""01-02-2023 04:16:21"", ""01-02-2023 04:21:53""]","[[""option_3"", ""01-02-2023 04:15:01""]]",47
Student 18,20,option_3,1,04:16:16,"[""01-02-2023 04:15:01""]","[[""option_3"", ""01-02-2023 04:16:14""], [""option_3"", ""01-02-2023 04:16:16""]]",79
Student 19,1,option_1,1,03:58:49,"[""01-02-2023 03:58:31"", ""01-02-2023 03:59:02"", ""01-02-2023 03:59:17"", ""01-02-2023 04:07:46"", ""01-02-2023 04:13:08"", ""01-02-2023 04:18:55"", ""01-02-2023 04:20:36"", ""01-02-2023 04:20:51"", ""01-02-2023 04:20:52""]","[[""option_1"", ""01-02-2023 03:58:49""]]",37
Student 19,17,option_1,0,04:20:16,"[""01-02-2023 04:03:36"", ""01-02-2023 04:06:30"", ""01-02-2023 04:06:32"", ""01-02-2023 04:06:44"", ""01-02-2023 04:11:41"", ""01-02-2023 04:12:57"", ""01-02-2023 04:14:15"", ""01-02-2023 04:18:13"", ""01-02-2023 04:20:07"", ""01-02-2023 04:22:18""]","[[""option_4"", ""01-02-2023 04:12:43""], [""option_1"", ""01-02-2023 04:18:32""], [""option_1"", ""01-02-2023 04:20:16""]]",109
Student 19,18,option_3,1,04:20:21,"[""01-02-2023 04:03:44"", ""01-02-2023 04:06:30"", ""01-02-2023 04:06:32"", ""01-02-2023 04:06:40"", ""01-02-2023 04:06:46"", ""01-02-2023 04:06:59"", ""01-02-2023 04:12:43"", ""01-02-2023 04:12:55"", ""01-02-2023 04:12:57"", ""01-02-2023 04:13:01"", ""01-02-2023 04:14:09"", ""01-02-2023 04:18:32"", ""01-02-2023 04:20:16"", ""01-02-2023 04:22:21""]","[[""option_3"", ""01-02-2023 04:12:45""], [""option_3"", ""01-02-2023 04:18:41""], [""option_3"", ""01-02-2023 04:20:21""]]",89
Student 19,19,option_3,1,04:20:24,"[""01-02-2023 04:04:39"", ""01-02-2023 04:06:28"", ""01-02-2023 04:06:33"", ""01-02-2023 04:06:40"", ""01-02-2023 04:06:52"", ""01-02-2023 04:12:45"", ""01-02-2023 04:12:56"", ""01-02-2023 04:13:03"", ""01-02-2023 04:13:46"", ""01-02-2023 04:18:41"", ""01-02-2023 04:20:21"", ""01-02-2023 04:22:24""]","[[""option_4"", ""01-02-2023 04:12:46""], [""option_3"", ""01-02-2023 04:18:52""], [""option_3"", ""01-02-2023 04:20:24""]]",110
Student 19,20,option_3,1,04:20:26,"[""01-02-2023 04:00:17"", ""01-02-2023 04:05:34"", ""01-02-2023 04:06:38"", ""01-02-2023 04:12:46"", ""01-02-2023 04:13:06"", ""01-02-2023 04:13:44"", ""01-02-2023 04:18:52"", ""01-02-2023 04:20:24"", ""01-02-2023 04:22:26""]","[[""option_3"", ""01-02-2023 04:12:49""], [""option_3"", ""01-02-2023 04:20:26""]]",85
Student 19,2,option_2,1,04:16:25,"[""01-02-2023 03:58:49"", ""01-02-2023 03:59:03"", ""01-02-2023 03:59:22"", ""01-02-2023 04:07:48"", ""01-02-2023 04:13:17"", ""01-02-2023 04:15:22"", ""01-02-2023 04:16:02"", ""01-02-2023 04:18:55"", ""01-02-2023 04:20:40"", ""01-02-2023 04:20:51"", ""01-02-2023 04:20:52"", ""01-02-2023 04:20:53"", ""01-02-2023 04:21:26""]","[[""option_2"", ""01-02-2023 04:16:25""]]",68
Student 19,3,option_1,1,04:16:39,"[""01-02-2023 03:59:08"", ""01-02-2023 03:59:33"", ""01-02-2023 04:00:19"", ""01-02-2023 04:07:58"", ""01-02-2023 04:13:19"", ""01-02-2023 04:15:22"", ""01-02-2023 04:16:24"", ""01-02-2023 04:18:56"", ""01-02-2023 04:20:42"", ""01-02-2023 04:20:51"", ""01-02-2023 04:20:53"", ""01-02-2023 04:21:29""]","[[""option_1"", ""01-02-2023 04:16:39""]]",41
Student 19,4,option_2,1,04:16:43,"[""01-02-2023 03:59:39"", ""01-02-2023 04:00:21"", ""01-02-2023 04:07:58"", ""01-02-2023 04:13:29"", ""01-02-2023 04:15:23"", ""01-02-2023 04:16:39"", ""01-02-2023 04:18:58"", ""01-02-2023 04:20:43"", ""01-02-2023 04:20:51"", ""01-02-2023 04:20:53"", ""01-02-2023 04:21:32"", ""01-02-2023 04:21:38""]","[[""option_2"", ""01-02-2023 04:16:43""]]",75
Student 19,5,option_1,1,04:19:26,"[""01-02-2023 03:59:46"", ""01-02-2023 04:00:24"", ""01-02-2023 04:07:59"", ""01-02-2023 04:16:43"", ""01-02-2023 04:19:01"", ""01-02-2023 04:20:44"", ""01-02-2023 04:20:51"", ""01-02-2023 04:20:53"", ""01-02-2023 04:21:31"", ""01-02-2023 04:21:35"", ""01-02-2023 04:21:40"", ""01-02-2023 04:21:43""]","[[""option_1"", ""01-02-2023 04:16:47""], [""option_1"", ""01-02-2023 04:19:26""]]",64
Student 19,6,option_2,1,04:19:29,"[""01-02-2023 04:00:13"", ""01-02-2023 04:00:26"", ""01-02-2023 04:07:59"", ""01-02-2023 04:16:47"", ""01-02-2023 04:19:26"", ""01-02-2023 04:20:45"", ""01-02-2023 04:20:51"", ""01-02-2023 04:20:53"", ""01-02-2023 04:21:00"", ""01-02-2023 04:21:42"", ""01-02-2023 04:21:46""]","[[""option_2"", ""01-02-2023 04:16:52""], [""option_2"", ""01-02-2023 04:19:29""]]",39
Student 19,8,option_1,1,04:19:40,"[""01-02-2023 04:01:01"", ""01-02-2023 04:01:32"", ""01-02-2023 04:07:59"", ""01-02-2023 04:10:12"", ""01-02-2023 04:17:03"", ""01-02-2023 04:19:37"", ""01-02-2023 04:20:59"", ""01-02-2023 04:21:01"", ""01-02-2023 04:21:49"", ""01-02-2023 04:21:54""]","[[""option_1"", ""01-02-2023 04:17:09""], [""option_1"", ""01-02-2023 04:19:40""]]",94
Student 19,9,option_1,1,04:19:42,"[""01-02-2023 04:01:27"", ""01-02-2023 04:01:57"", ""01-02-2023 04:08:26"", ""01-02-2023 04:09:55"", ""01-02-2023 04:10:13"", ""01-02-2023 04:17:09"", ""01-02-2023 04:19:40"", ""01-02-2023 04:21:06"", ""01-02-2023 04:21:50"", ""01-02-2023 04:21:54"", ""01-02-2023 04:21:57""]","[[""option_1"", ""01-02-2023 04:17:15""], [""option_1"", ""01-02-2023 04:19:42""]]",101
Student 19,10,option_3,1,04:19:44,"[""01-02-2023 04:02:01"", ""01-02-2023 04:09:46"", ""01-02-2023 04:09:50"", ""01-02-2023 04:10:04"", ""01-02-2023 04:10:15"", ""01-02-2023 04:17:15"", ""01-02-2023 04:19:42"", ""01-02-2023 04:21:09"", ""01-02-2023 04:21:17"", ""01-02-2023 04:21:51"", ""01-02-2023 04:21:54"", ""01-02-2023 04:21:57""]","[[""option_3"", ""01-02-2023 04:17:15""], [""option_3"", ""01-02-2023 04:17:16""], [""option_3"", ""01-02-2023 04:19:44""]]",86
Student 19,11,option_3,1,04:19:47,"[""01-02-2023 04:02:07"", ""01-02-2023 04:09:49"", ""01-02-2023 04:10:06"", ""01-02-2023 04:11:15"", ""01-02-2023 04:17:15"", ""01-02-2023 04:19:44"", ""01-02-2023 04:21:13"", ""01-02-2023 04:21:21"", ""01-02-2023 04:21:53"", ""01-02-2023 04:22:01""]","[[""option_3"", ""01-02-2023 04:17:19""], [""option_3"", ""01-02-2023 04:19:47""]]",37
Student 19,13,option_2,1,04:19:55,"[""01-02-2023 04:02:23"", ""01-02-2023 04:03:29"", ""01-02-2023 04:10:09"", ""01-02-2023 04:11:26"", ""01-02-2023 04:15:06"", ""01-02-2023 04:17:28"", ""01-02-2023 04:19:50"", ""01-02-2023 04:22:08""]","[[""option_2"", ""01-02-2023 04:17:37""], [""option_2"", ""01-02-2023 04:19:55""]]",65
Student 19,14,option_3,1,04:19:58,"[""01-02-2023 04:02:50"", ""01-02-2023 04:03:29"", ""01-02-2023 04:03:30"", ""01-02-2023 04:07:43"", ""01-02-2023 04:11:30"", ""01-02-2023 04:14:57"", ""01-02-2023 04:17:37"", ""01-02-2023 04:19:55"", ""01-02-2023 04:22:10""]","[[""option_3"", ""01-02-2023 04:17:51""], [""option_3"", ""01-02-2023 04:19:58""]]",65
Student 19,15,option_2,1,04:20:03,"[""01-02-2023 04:03:24"", ""01-02-2023 04:03:28"", ""01-02-2023 04:03:30"", ""01-02-2023 04:06:30"", ""01-02-2023 04:07:33"", ""01-02-2023 04:11:34"", ""01-02-2023 04:14:48"", ""01-02-2023 04:17:51"", ""01-02-2023 04:19:58"", ""01-02-2023 04:22:12""]","[[""option_4"", ""01-02-2023 04:18:11""], [""option_2"", ""01-02-2023 04:20:03""]]",51
Student 19,16,option_3,1,04:20:07,"[""01-02-2023 04:03:27"", ""01-02-2023 04:03:31"", ""01-02-2023 04:06:30"", ""01-02-2023 04:06:31"", ""01-02-2023 04:07:00"", ""01-02-2023 04:11:36"", ""01-02-2023 04:14:19"", ""01-02-2023 04:18:11"", ""01-02-2023 04:20:03"", ""01-02-2023 04:22:15""]","[[""option_3"", ""01-02-2023 04:18:13""], [""option_3"", ""01-02-2023 04:20:07""]]",76
Student 19,7,option_3,1,04:19:37,"[""01-02-2023 04:00:46"", ""01-02-2023 04:01:29"", ""01-02-2023 04:07:59"", ""01-02-2023 04:16:52"", ""01-02-2023 04:19:29"", ""01-02-2023 04:20:50"", ""01-02-2023 04:20:54"", ""01-02-2023 04:21:00"", ""01-02-2023 04:21:01"", ""01-02-2023 04:21:48""]","[[""option_3"", ""01-02-2023 04:19:37""]]",39
Student 19,12,option_4,1,04:19:50,"[""01-02-2023 04:02:18"", ""01-02-2023 04:10:08"", ""01-02-2023 04:11:22"", ""01-02-2023 04:17:19"", ""01-02-2023 04:19:47"", ""01-02-2023 04:21:12"", ""01-02-2023 04:22:05""]","[[""option_4"", ""01-02-2023 04:19:50""]]",26
Student 20,1,option_1,1,03:58:42,"[""01-02-2023 03:58:24"", ""01-02-2023 04:09:10"", ""01-02-2023 04:13:28"", ""01-02-2023 04:13:42"", ""01-02-2023 04:14:05"", ""01-02-2023 04:17:02"", ""01-02-2023 04:18:28""]","[[""option_1"", ""01-02-2023 03:58:42""]]",53
Student 20,2,option_4,0,03:59:11,"[""01-02-2023 03:58:42"", ""01-02-2023 04:09:10"", ""01-02-2023 04:09:12"", ""01-02-2023 04:13:25"", ""01-02-2023 04:13:28"", ""01-02-2023 04:13:38"", ""01-02-2023 04:13:44"", ""01-02-2023 04:14:03"", ""01-02-2023 04:17:01"", ""01-02-2023 04:18:25""]","[[""option_4"", ""01-02-2023 03:59:11""]]",42
Student 20,3,option_1,1,03:59:36,"[""01-02-2023 03:59:11"", ""01-02-2023 04:04:50"", ""01-02-2023 04:07:10"", ""01-02-2023 04:09:10"", ""01-02-2023 04:09:15"", ""01-02-2023 04:12:14"", ""01-02-2023 04:13:25"", ""01-02-2023 04:13:26"", ""01-02-2023 04:13:43"", ""01-02-2023 04:14:07"", ""01-02-2023 04:18:24""]","[[""option_1"", ""01-02-2023 03:59:36""]]",30
Student 20,4,option_2,1,03:59:48,"[""01-02-2023 03:59:36"", ""01-02-2023 04:04:50"", ""01-02-2023 04:04:51"", ""01-02-2023 04:07:10"", ""01-02-2023 04:07:10"", ""01-02-2023 04:09:10"", ""01-02-2023 04:09:17"", ""01-02-2023 04:12:13"", ""01-02-2023 04:13:25"", ""01-02-2023 04:14:10"", ""01-02-2023 04:14:14"", ""01-02-2023 04:17:01"", ""01-02-2023 04:18:23""]","[[""option_2"", ""01-02-2023 03:59:48""]]",24
Student 20,5,option_1,1,04:00:19,"[""01-02-2023 03:59:48"", ""01-02-2023 04:04:49"", ""01-02-2023 04:04:57"", ""01-02-2023 04:07:09"", ""01-02-2023 04:07:11"", ""01-02-2023 04:09:10"", ""01-02-2023 04:09:18"", ""01-02-2023 04:09:27"", ""01-02-2023 04:12:12"", ""01-02-2023 04:13:22"", ""01-02-2023 04:14:08"", ""01-02-2023 04:14:12"", ""01-02-2023 04:14:16""]","[[""option_1"", ""01-02-2023 04:00:19""]]",68
Student 20,6,option_2,1,04:00:45,"[""01-02-2023 04:00:19"", ""01-02-2023 04:04:48"", ""01-02-2023 04:07:08"", ""01-02-2023 04:07:14"", ""01-02-2023 04:07:25"", ""01-02-2023 04:09:10"", ""01-02-2023 04:09:19"", ""01-02-2023 04:09:23"", ""01-02-2023 04:09:29"", ""01-02-2023 04:12:11"", ""01-02-2023 04:13:22"", ""01-02-2023 04:14:40""]","[[""option_2"", ""01-02-2023 04:00:45""]]",39
Student 20,8,option_1,1,04:11:00,"[""01-02-2023 04:02:10"", ""01-02-2023 04:04:49"", ""01-02-2023 04:07:19"", ""01-02-2023 04:07:27"", ""01-02-2023 04:09:09"", ""01-02-2023 04:09:32"", ""01-02-2023 04:10:57"", ""01-02-2023 04:13:22"", ""01-02-2023 04:15:01""]","[[""option_1"", ""01-02-2023 04:02:25""], [""option_1"", ""01-02-2023 04:11:00""]]",34
Student 20,9,option_1,1,04:03:07,"[""01-02-2023 04:02:26"", ""01-02-2023 04:04:48"", ""01-02-2023 04:07:31"", ""01-02-2023 04:09:09"", ""01-02-2023 04:09:40"", ""01-02-2023 04:09:50"", ""01-02-2023 04:11:00"", ""01-02-2023 04:11:42"", ""01-02-2023 04:13:22"", ""01-02-2023 04:15:06""]","[[""option_1"", ""01-02-2023 04:03:07""]]",70
Student 20,10,option_3,1,04:03:22,"[""01-02-2023 04:03:07"", ""01-02-2023 04:04:48"", ""01-02-2023 04:04:59"", ""01-02-2023 04:07:37"", ""01-02-2023 04:09:09"", ""01-02-2023 04:09:43"", ""01-02-2023 04:09:50"", ""01-02-2023 04:09:51"", ""01-02-2023 04:11:13"", ""01-02-2023 04:11:43"", ""01-02-2023 04:12:08"", ""01-02-2023 04:13:22"", ""01-02-2023 04:15:12"", ""01-02-2023 04:18:14""]","[[""option_3"", ""01-02-2023 04:03:22""]]",28
Student 20,11,option_3,1,04:03:30,"[""01-02-2023 04:03:22"", ""01-02-2023 04:04:48"", ""01-02-2023 04:07:42"", ""01-02-2023 04:09:09"", ""01-02-2023 04:09:49"", ""01-02-2023 04:09:51"", ""01-02-2023 04:11:13"", ""01-02-2023 04:11:43"", ""01-02-2023 04:12:09"", ""01-02-2023 04:12:15"", ""01-02-2023 04:13:22"", ""01-02-2023 04:15:15""]","[[""option_3"", ""01-02-2023 04:03:30""]]",20
Student 20,12,option_4,1,04:03:35,"[""01-02-2023 04:03:30"", ""01-02-2023 04:04:48"", ""01-02-2023 04:07:46"", ""01-02-2023 04:09:09"", ""01-02-2023 04:09:53"", ""01-02-2023 04:11:14"", ""01-02-2023 04:13:22"", ""01-02-2023 04:15:20"", ""01-02-2023 04:15:45""]","[[""option_4"", ""01-02-2023 04:03:35""]]",19
Student 20,13,option_4,0,04:04:13,"[""01-02-2023 04:03:35"", ""01-02-2023 04:04:48"", ""01-02-2023 04:05:00"", ""01-02-2023 04:09:09"", ""01-02-2023 04:11:15"", ""01-02-2023 04:11:43"", ""01-02-2023 04:12:16"", ""01-02-2023 04:13:22"", ""01-02-2023 04:15:23"", ""01-02-2023 04:15:45"", ""01-02-2023 04:15:46""]","[[""option_4"", ""01-02-2023 04:04:13""]]",50
Student 20,14,option_3,1,04:04:26,"[""01-02-2023 04:04:13"", ""01-02-2023 04:04:48"", ""01-02-2023 04:09:09"", ""01-02-2023 04:11:22"", ""01-02-2023 04:11:44"", ""01-02-2023 04:13:22"", ""01-02-2023 04:15:29"", ""01-02-2023 04:15:45"", ""01-02-2023 04:15:46"", ""01-02-2023 04:17:33"", ""01-02-2023 04:17:49"", ""01-02-2023 04:17:49""]","[[""option_3"", ""01-02-2023 04:04:26""]]",91
Student 20,15,option_2,1,04:05:25,"[""01-02-2023 04:04:26"", ""01-02-2023 04:05:00"", ""01-02-2023 04:09:09"", ""01-02-2023 04:11:31"", ""01-02-2023 04:11:58"", ""01-02-2023 04:12:17"", ""01-02-2023 04:13:21"", ""01-02-2023 04:15:44"", ""01-02-2023 04:15:46"", ""01-02-2023 04:15:47""]","[[""option_2"", ""01-02-2023 04:05:25""]]",59
Student 20,16,option_3,1,04:05:41,"[""01-02-2023 04:05:25"", ""01-02-2023 04:09:09"", ""01-02-2023 04:11:32"", ""01-02-2023 04:12:01"", ""01-02-2023 04:12:26"", ""01-02-2023 04:12:58"", ""01-02-2023 04:13:20"", ""01-02-2023 04:13:46"", ""01-02-2023 04:15:46"", ""01-02-2023 04:15:50""]","[[""option_3"", ""01-02-2023 04:05:41""]]",60
Student 20,17,option_4,0,04:06:15,"[""01-02-2023 04:05:40"", ""01-02-2023 04:07:21"", ""01-02-2023 04:09:09"", ""01-02-2023 04:11:32"", ""01-02-2023 04:12:03"", ""01-02-2023 04:12:48"", ""01-02-2023 04:13:13"", ""01-02-2023 04:13:47"", ""01-02-2023 04:15:54""]","[[""option_4"", ""01-02-2023 04:06:15""]]",56
Student 20,18,option_3,1,04:07:58,"[""01-02-2023 04:06:15"", ""01-02-2023 04:07:23"", ""01-02-2023 04:07:50"", ""01-02-2023 04:09:08"", ""01-02-2023 04:11:34"", ""01-02-2023 04:12:54"", ""01-02-2023 04:13:51"", ""01-02-2023 04:15:57""]","[[""option_3"", ""01-02-2023 04:07:58""]]",109
Student 20,19,option_3,1,04:08:26,"[""01-02-2023 04:07:59"", ""01-02-2023 04:09:08"", ""01-02-2023 04:11:34"", ""01-02-2023 04:11:38"", ""01-02-2023 04:12:04"", ""01-02-2023 04:13:56"", ""01-02-2023 04:16:36""]","[[""option_3"", ""01-02-2023 04:08:26""]]",48
Student 20,7,option_4,0,04:10:57,"[""01-02-2023 04:00:45"", ""01-02-2023 04:04:48"", ""01-02-2023 04:07:14"", ""01-02-2023 04:07:26"", ""01-02-2023 04:09:09"", ""01-02-2023 04:09:20"", ""01-02-2023 04:09:30"", ""01-02-2023 04:10:02"", ""01-02-2023 04:12:10"", ""01-02-2023 04:13:22"", ""01-02-2023 04:14:48"", ""01-02-2023 04:17:27"", ""01-02-2023 04:18:15""]","[[""option_4"", ""01-02-2023 04:10:57""]]",178
